,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19,Xc2.lambda20,Xc2.lambda21,Xc2.lambda22,Xc2.lambda23,Xc2.lambda24,Xc2.lambda25,Xc2.lambda26,Xc2.lambda27,Xc2.lambda28,Xc2.lambda29,Xc2.lambda30
827,AKF17724@N,19.783271281985176,9.15345387673941,25.688725396010604,16.239998813569922,12.106180933752123,12.696726345154666,11.51563552234958,25.983998101711872,4.724363291220341,20.078543987686448,34.84217927275001,10.629817405245767,4.724363291220341,17.421089636375005,12.696726345154666,32.77527033284111,27.755634335919503,2.3621816456101703,22.145452927595347,28.346179747322044,0.024175944671544915,0.02423961319722293,0.023482053046116794,0.023672137743902,0.023429017797654,0.0229536179429015,0.022666347910966382,0.022898487817237818,0.023768353507611598,0.02337518949549712,0.023421498832958052,0.022846899121833093,0.024018131765837208,0.022804933009259273,0.02356187227978601,0.024280749877904146,0.023106036551849736,0.022912566009382237,0.023760314304883512,0.023672881954971216,0.022623984660261998,0.024193581970647596,0.02367361689256182,0.023324656458315506,0.02331222963072774,0.0242659979998466,0.023730424262063773,0.02333043109269292,0.0237112663505721,0.02351445814171915
828,AHY04230@N,25.67736970516118,11.963319976268277,24.21842824464066,18.382662402558573,12.83868485258059,17.799085818350363,15.172991189413425,28.30346433409812,7.294707302602609,21.884121907807824,38.22426626563767,11.963319976268277,3.501459505249252,23.926639952536554,15.46477948151753,38.807842849845876,30.637770670930955,3.2096712131451475,18.090874110454468,37.05711309722125,0.023999051214558094,0.02397908125101057,0.023416561064657025,0.02410973117915997,0.023113606846551456,0.023442715448597527,0.02286464576068166,0.023474532681725297,0.023944174586048948,0.02345963797164242,0.023442372158987167,0.02318535539930196,0.02346749942012711,0.02363659652427353,0.023753474700909254,0.023982005328935022,0.024098195799580713,0.023466847370942512,0.02335955219886836,0.02440341325862945,0.02366859171188917,0.023763088974147157,0.024342485885060387,0.02274680170407288,0.023077463356292637,0.02354532550044619,0.02342770210018473,0.023121667802150206,0.023844862641175055,0.02407466805528913
829,AOI28259@N,21.879205753236416,10.50201876155348,26.546769647260184,14.002691682071307,11.377186991682937,13.419246195318335,11.668909735059422,22.754373983365873,2.9172274337648556,22.170928496612902,29.755719824401528,10.210296018176994,3.5006729205178266,17.79508734596562,10.793741504929965,30.92261079790747,27.713660620766127,3.208950177141341,16.044750885706705,33.839838231672324,0.02477927203594661,0.024557080342562185,0.022513173590624706,0.023797821222776416,0.02393017571865603,0.0241223471546461,0.02269022353015389,0.023221946997092017,0.023465544446232587,0.023175726194765343,0.02376233677875184,0.02333948630732448,0.023273223018895305,0.023079283335263084,0.023485842544802304,0.023019767711199464,0.023532477773936317,0.023986609931957656,0.02336108186222942,0.023971830605047307,0.023335952365750205,0.023344163306336173,0.024172804111581236,0.02302015218526052,0.02443550555092967,0.02379115637802926,0.023589192482261857,0.023410165442905462,0.02384585745937256,0.02426705623822461
830,AOI28267@N,21.595281998331853,10.505812864053334,26.556360295245927,14.007750485404445,11.381297269391112,13.42409421517926,11.673125404503704,22.762594538782224,2.918281351125926,22.178938268557037,29.766469781484446,10.21398472894074,3.5019376213511113,17.80151624186815,10.797640999165926,31.22561045704741,27.7236728356963,3.2101094862385184,16.050547431192594,33.85206367306074,0.024781065486428645,0.024576439884079242,0.022464646769079763,0.023805795344082697,0.023948330661122647,0.02409287479794634,0.022684147821108207,0.02324163261554691,0.023449349314730257,0.023156185683683352,0.02377373126534468,0.023348100322836147,0.023278216937932122,0.023063785998585818,0.023466149752266335,0.02298700610572601,0.023520154608660897,0.02400083276849645,0.023369073252479368,0.02396440049695163,0.02335504989725069,0.023338283634909637,0.024150072399355575,0.023029496172485297,0.024426503603883827,0.0238061136001357,0.023589677171285423,0.02339779872143184,0.02385227086579916,0.02425467893378268
831,AOI28275@N,21.879205753236416,10.50201876155348,26.546769647260184,14.002691682071307,11.377186991682937,13.419246195318335,11.668909735059422,22.754373983365873,2.9172274337648556,22.170928496612902,29.755719824401528,10.210296018176994,3.5006729205178266,17.79508734596562,10.793741504929965,30.92261079790747,27.713660620766127,3.208950177141341,16.044750885706705,33.839838231672324,0.02477927203594661,0.024557080342562185,0.022513173590624706,0.023797821222776416,0.02393017571865603,0.0241223471546461,0.02269022353015389,0.023221946997092017,0.023465544446232587,0.023175726194765343,0.02376233677875184,0.02333948630732448,0.023273223018895305,0.023079283335263084,0.023485842544802304,0.023019767711199464,0.023532477773936317,0.023986609931957656,0.02336108186222942,0.023971830605047307,0.023335952365750205,0.023344163306336173,0.024172804111581236,0.02302015218526052,0.02443550555092967,0.02379115637802926,0.023589192482261857,0.023410165442905462,0.02384585745937256,0.02426705623822461
832,AOI28283@N,21.597080241551645,10.506687685079179,26.55857164839459,14.008916913438904,11.38224499216911,13.425212042045617,11.38224499216911,22.76448998433822,2.9185243569664387,21.888932677248288,29.47709600536103,10.214835249382535,3.502229228359726,18.09485101319192,10.798540120775822,31.520063055237536,27.725981391181165,3.2103767926630824,16.05188396331541,34.14673497650733,0.024772167824382386,0.024538493798290373,0.022548783186367872,0.02383213841731232,0.02388139826405476,0.024113085108646865,0.022656251003821737,0.023249869144570386,0.0234023616690511,0.023147026694412796,0.023764101465978037,0.023321646853647467,0.023343248680569785,0.023064336609641144,0.02354664049279953,0.023053757102911042,0.02350392873679252,0.023965803628416327,0.02328606379715046,0.0239675439940328,0.02330175242658137,0.02331520328707617,0.02416461979118769,0.02301876093241021,0.024468785433504222,0.023826070207773747,0.023561656563872612,0.023461773152170802,0.02382136025364823,0.024248935782281444
833,AOI28291@N,21.879205753236416,10.50201876155348,26.546769647260184,14.002691682071307,11.377186991682937,13.419246195318335,11.668909735059422,22.754373983365873,2.9172274337648556,22.170928496612902,29.755719824401528,10.210296018176994,3.5006729205178266,17.79508734596562,10.793741504929965,30.92261079790747,27.713660620766127,3.208950177141341,16.044750885706705,33.839838231672324,0.02477927203594661,0.024557080342562185,0.022513173590624706,0.023797821222776416,0.02393017571865603,0.0241223471546461,0.02269022353015389,0.023221946997092017,0.023465544446232587,0.023175726194765343,0.02376233677875184,0.02333948630732448,0.023273223018895305,0.023079283335263084,0.023485842544802304,0.023019767711199464,0.023532477773936317,0.023986609931957656,0.02336108186222942,0.023971830605047307,0.023335952365750205,0.023344163306336173,0.024172804111581236,0.02302015218526052,0.02443550555092967,0.02379115637802926,0.023589192482261857,0.023410165442905462,0.02384585745937256,0.02426705623822461
834,AUG59156@N,23.195391747842248,12.48982632576121,25.57440628608248,14.571464046721413,10.11081178752098,19.032116305921846,11.597695873921124,18.139985854081758,5.650159528320548,22.303261296002162,36.279971708163515,9.218681335680895,5.650159528320548,15.16621768128147,11.895072691201154,27.65604400704268,35.0904644390434,2.379014538240231,14.571464046721413,24.087522199682336,0.024538847562754623,0.023527412407905304,0.023020845617427083,0.022988537121610662,0.02361394198279849,0.023797932892505858,0.02246223924440788,0.023331309298664112,0.023693499790777384,0.02278858390349326,0.02365772744130666,0.023372359387688238,0.024145723634079335,0.021779749474118676,0.02373759979735894,0.02314962707436125,0.023380482163146803,0.022973345796385936,0.02424811487736568,0.02295623350755765,0.02290896939974453,0.023578623779247042,0.02422922391523928,0.023047180274715404,0.023102438401935654,0.023910190713440367,0.02392830517953115,0.022870560324031636,0.02393805813906031,0.02394551961731205
835,AUG59164@N,23.342686314218426,13.000989845893807,24.820071523979088,14.478375055654467,10.046219426372488,18.910530684936447,11.228127594181016,18.02409955908005,5.614063797090508,22.1607781464099,36.34367616011223,9.750742384420356,5.614063797090508,14.7738520976066,12.114558720037412,26.88841081764401,35.16176799230371,2.363816335617056,14.478375055654467,23.63816335617056,0.0245530701920378,0.023524231923071518,0.02302644462321976,0.022916759910546865,0.02375369562933966,0.023830932804559894,0.02241522645344395,0.023381977656551405,0.023918201215931308,0.022873058875584832,0.023686208354288005,0.02344238479201962,0.024087365996577795,0.021935874843939,0.023771272704972948,0.023233005196089264,0.02329628022739285,0.02326785095035346,0.02411293472027213,0.023156447520075178,0.02285535554679437,0.02381035066801533,0.024097346901758004,0.023257565755616286,0.023103937156109703,0.02419007435861564,0.023840318629739052,0.02279456815489948,0.02436457270716781,0.024025643578885075
836,ARS23152@N,19.482836840216475,10.314443033055781,24.067033743796824,14.612127630162357,10.314443033055781,16.331201469004988,10.887467646003325,24.067033743796824,5.1572215165278905,22.06144759848042,25.786107582639453,12.033516871898412,6.303270742422978,18.909812227268933,12.033516871898412,27.50518142148208,26.072619889113223,2.865123064737717,18.909812227268933,25.49959527616568,0.023079744179421983,0.02387330225789186,0.02397259442148486,0.02440580583748558,0.02329538976201247,0.023214600415660366,0.023946591137471454,0.02399584407713833,0.023948059233200435,0.023780989369616205,0.023264756106407016,0.023898901645077474,0.023765231926510418,0.023618160643961283,0.023685212622826423,0.02383294240667837,0.022930974312628624,0.023644390915339805,0.023753036340307284,0.023216455810152185,0.023246190615215403,0.023481929095941507,0.023849828598297422,0.02523409281281741,0.024579031300053126,0.02378445820307177,0.02328091461475394,0.024099198754693137,0.02445953021089509,0.024349535899217
837,ARS23139@N,20.788972046393845,10.10575030033034,23.676329275059658,12.993107528996154,10.683221746063504,17.035407649128288,10.971957468930086,23.965064997926238,4.619771565865299,22.810122106459914,27.14115794945863,12.704371806129572,5.197243011598461,18.479086263461195,12.41563608326299,30.894722346724187,24.83127216652598,2.5986215057992306,18.190350540594615,25.408743612259144,0.02349666399954954,0.024124381834213032,0.023697943969786597,0.024681258348566177,0.023700049639877253,0.023248501740448287,0.023614899850986065,0.02368303576153857,0.024147075273484336,0.02365307617214773,0.022577808203513114,0.02379076630622513,0.023797690799785932,0.022900261767737483,0.023717071133302722,0.02357293868601206,0.02318529187958,0.02436050676091748,0.023344557719500482,0.02290908690575905,0.023064067033896435,0.02353184694433731,0.023553400166435527,0.02510044883669016,0.024239301640885443,0.023528577979159936,0.023498926970863688,0.024118980612687236,0.024306927283030418,0.024118932912501632
838,AUV64572@N,25.69432801735816,11.971221008087324,24.2344230163719,18.394803012426863,12.84716400867908,18.102822012229613,15.183012010257094,28.322157019133424,7.591506005128547,22.190556014991138,37.95753002564273,11.971221008087324,3.21179100216977,23.94244201617465,15.474993010454346,38.83347302623449,30.949986020908693,3.21179100216977,17.81084101203236,36.789606024853725,0.023946654288945206,0.02395139284968239,0.02347006056712787,0.02413542907270867,0.023117068115991277,0.023397735451044534,0.022834809243402466,0.023509546304924637,0.023940319012202088,0.02350181484766605,0.023470264573222092,0.023184025736829154,0.023449413172516087,0.02357918125819568,0.023783713432454216,0.023960491100742193,0.02407387579704285,0.02347767194628988,0.023351947732466766,0.024378312088474036,0.02363859386230275,0.02375422690566429,0.024390408923145843,0.022703367904592396,0.023054626449307537,0.023564806241090454,0.023384782848788966,0.02315995769292389,0.02382918228922577,0.02402532009377812
839,AQY61323@N,19.439945174243995,10.291735680482114,25.15757610784517,14.00819578732288,10.291735680482114,16.29524816076335,11.43526186720235,24.87169456116511,4.288223200200881,22.8705237344047,26.872865387925522,13.150551147282703,4.859986293560999,18.582300534203817,11.721143413882409,30.589325494766285,23.442286827764818,2.5729339201205286,18.010537440843702,25.15757610784517,0.02351752874326798,0.023825531771233102,0.024091817459990686,0.024755248057863142,0.02350037917991303,0.023273825250954405,0.023965654492288588,0.023782615274686704,0.02402038692175742,0.02374984708563404,0.022983942362859087,0.023896656317874177,0.024626807919061057,0.023679720022203088,0.024134123533434786,0.023730000840492947,0.022836869359743314,0.023759420705031516,0.023528757257045313,0.023126890088286747,0.02293824748811237,0.023934146300103938,0.02335721772912916,0.02538260203321771,0.024297018863934185,0.023468243565162115,0.023500373579198156,0.024004606549552464,0.02409713469160855,0.024352839876301484
840,AQY61305@N,19.45048879526458,10.297317597493013,25.171220793871807,14.01579339658771,10.297317597493013,16.590122795960966,11.44146399721446,24.88518419394145,4.290548998955422,22.596891394498556,26.88744039345398,12.871646996866266,4.862622198816145,18.878415595403855,11.72750059714482,30.319879592618314,23.45500119428964,2.5743293993732532,18.02030579561277,25.45725739380217,0.02357761392640094,0.023801793347722904,0.024104459861954534,0.024805158433815443,0.02351461776053026,0.02326385193908171,0.02397212812528913,0.02380869016152355,0.023981660293252226,0.023733865971933707,0.02297661090498111,0.02393377657773251,0.024582763586032,0.023653999183735185,0.024074379217718815,0.02372637451426138,0.022828214266168167,0.023809144966621423,0.023526746932449456,0.023146746611702903,0.02295449279826263,0.02392421340360461,0.02337543768004973,0.02539328999915573,0.02426450318591697,0.02342221412675084,0.023469891057754128,0.023961799166638677,0.024094889593665545,0.02428007247493238
841,AQY61314@N,19.099263651284907,10.54735455369465,26.225854565943454,13.68305455614441,10.54735455369465,15.10837273907612,11.687609100040017,23.94534547325272,4.275954548795128,21.949900017148323,27.081045475702478,12.827863646385385,4.846081821967812,19.099263651284907,11.97267273662636,30.786872751324925,23.09015456349369,3.1357000024497608,17.673945468353196,25.370663656184426,0.023689920026448676,0.023754150946142576,0.024301081423125204,0.024723759741888396,0.023670253086449537,0.0232744803150689,0.024026381403277973,0.023774275882245788,0.02393568592569566,0.023842440872806986,0.023048306105353793,0.02388866026087576,0.02472334978640267,0.023552010989922684,0.02400301385392632,0.023765770218548216,0.022864066859407305,0.02396036939523707,0.023335613865589275,0.0232299129255392,0.02289627969494289,0.02418610772336581,0.023564487235089568,0.025393775214719905,0.024256297322922105,0.023285135570550865,0.023475470207379077,0.024131352747976682,0.02411022392581648,0.024273729886942826
842,ASR75145@N,23.80873915195818,12.499588054778044,25.296785348955567,15.17807120937334,10.118714139582227,19.046991321566544,11.606760336579613,18.15416360336811,5.952184787989545,22.320692954960794,36.30832720673622,9.225886421383795,5.654575548590068,14.880461969973862,12.499588054778044,27.08244078535243,35.11789024913831,2.380873915195818,13.98763425177543,23.80873915195818,0.02449314864310535,0.023538963452745577,0.0229322278232154,0.022946248998981594,0.0235507938201137,0.02377252258879688,0.022441866887440903,0.02340677715649834,0.023744944422745058,0.022886430780005646,0.023647968308877953,0.023418112770782196,0.024088146191410493,0.02175865444597762,0.0236534675063634,0.023143709659481888,0.023344652664408116,0.022989174690329326,0.02430300869306587,0.022896580285803256,0.022846979970684123,0.02363108307093905,0.024212288596108508,0.023073405976410746,0.023077621902569626,0.023887753028097272,0.02396732128430858,0.02285939362275569,0.023899899700023635,0.02397761365847701
843,QDA76336@N,21.087463723194855,10.110427812490684,23.687288017835318,12.999121473202308,10.68816654463301,17.043292598198583,10.977035910704172,24.265026749977643,4.621909857138599,22.531810553550667,27.153720410689267,12.710252107131145,5.199648589280923,18.19877006248323,12.421382741059984,30.909022169614378,24.84276548211997,2.5998242946404617,18.19877006248323,25.42050421426229,0.02347927103013306,0.02411845607172041,0.023682575628150525,0.02460820115373279,0.023657113537846372,0.023224451516775102,0.023624354085726836,0.0236055914351586,0.024212569483073047,0.023675104731352835,0.022613253692399214,0.023776836076643545,0.023770428755915358,0.023022265841278068,0.02374885752890316,0.023596320326442242,0.023107617578840143,0.024257297445446493,0.023392716938435466,0.022895827301545057,0.023020134286402667,0.023624962225652718,0.023497471028235736,0.025010465264903834,0.024264409828621228,0.02356972457911165,0.023517258729997718,0.02418030272385185,0.024239706108962998,0.024137088993578713
844,AVI15044@N,23.39688709844418,10.10976603019193,31.484699922597724,20.508382518389343,16.175625648307086,15.309074274290637,11.265167862213865,27.151943052515467,4.332756870082256,21.95263480841676,35.52860633467449,16.46447610631257,5.48815870210419,21.08608343440031,15.59792473229612,31.773550380603208,30.040447632570306,4.332756870082256,21.663784350411277,30.32929809057579,0.024257753965053086,0.024114967037507724,0.024027826817791493,0.02410633122926925,0.023126771742659036,0.023832370268160784,0.023781933650710282,0.02343180371853924,0.024107450190220675,0.02266722560295187,0.023143258645884783,0.0240175102816641,0.024372278517511538,0.022978932985801576,0.023631875371784274,0.02383065604847452,0.02350088719459606,0.024032809576265874,0.024152456233414346,0.023046204237782388,0.023830387219602834,0.023437309740528794,0.023939598664279492,0.023432413390831772,0.024501328879134143,0.023397190733371025,0.023497133150604182,0.02289387289832253,0.02358202143872393,0.024476982563074495
845,AVI15033@N,23.39688709844418,10.10976603019193,31.484699922597724,20.508382518389343,16.175625648307086,15.309074274290637,11.265167862213865,27.151943052515467,4.332756870082256,21.95263480841676,35.52860633467449,16.46447610631257,5.48815870210419,21.08608343440031,15.59792473229612,31.773550380603208,30.040447632570306,4.332756870082256,21.663784350411277,30.32929809057579,0.024257753965053086,0.024114967037507724,0.024027826817791493,0.02410633122926925,0.023126771742659036,0.023832370268160784,0.023781933650710282,0.02343180371853924,0.024107450190220675,0.02266722560295187,0.023143258645884783,0.0240175102816641,0.024372278517511538,0.022978932985801576,0.023631875371784274,0.02383065604847452,0.02350088719459606,0.024032809576265874,0.024152456233414346,0.023046204237782388,0.023830387219602834,0.023437309740528794,0.023939598664279492,0.023432413390831772,0.024501328879134143,0.023397190733371025,0.023497133150604182,0.02289387289832253,0.02358202143872393,0.024476982563074495
846,AVI15022@N,23.39688709844418,10.10976603019193,31.484699922597724,20.508382518389343,16.175625648307086,15.309074274290637,11.265167862213865,27.151943052515467,4.332756870082256,21.95263480841676,35.52860633467449,16.46447610631257,5.48815870210419,21.08608343440031,15.59792473229612,31.773550380603208,30.040447632570306,4.332756870082256,21.663784350411277,30.32929809057579,0.024257753965053086,0.024114967037507724,0.024027826817791493,0.02410633122926925,0.023126771742659036,0.023832370268160784,0.023781933650710282,0.02343180371853924,0.024107450190220675,0.02266722560295187,0.023143258645884783,0.0240175102816641,0.024372278517511538,0.022978932985801576,0.023631875371784274,0.02383065604847452,0.02350088719459606,0.024032809576265874,0.024152456233414346,0.023046204237782388,0.023830387219602834,0.023437309740528794,0.023939598664279492,0.023432413390831772,0.024501328879134143,0.023397190733371025,0.023497133150604182,0.02289387289832253,0.02358202143872393,0.024476982563074495
847,APZ73769@N,20.788889288213998,9.816975497212166,24.542438743030417,13.570524952028583,10.683179217554416,16.746605259950165,11.26064836444925,24.542438743030417,4.6197531751586665,22.23256215545108,25.9861116102675,13.570524952028583,5.485956895500917,18.767747274082083,11.838117511344082,32.33827222611067,23.676235022688164,2.5986111610267497,17.324074406845,25.9861116102675,0.02329901217492332,0.023883753131942718,0.023625674004514464,0.024528283417203228,0.023505047037689176,0.02332472453350737,0.023929940030909168,0.02361395333866265,0.02340996784419723,0.023362979047990885,0.023246452266745057,0.02389104068174241,0.024019480672482517,0.023666300452960753,0.02364246189736853,0.023764037854569937,0.02303166265528807,0.023736005692532442,0.02332335130002536,0.022872434352735605,0.023132741795220967,0.0234799163879164,0.02312891514078705,0.02521613272412588,0.024320129098603527,0.023614698572639755,0.023734430186951594,0.02418359156531844,0.023992580591324014,0.02478572810170481
848,QDY92469@N,25.36214292731389,12.243793137323948,24.196067390425895,18.07417082176392,12.826830905767945,17.782651937541925,15.158981979543935,28.27733176953388,7.287972105549969,22.155435200871906,37.60593606463784,11.66075536887995,3.2067077264419863,24.487586274647896,15.158981979543935,38.77201160152583,31.192520611753867,3.2067077264419863,17.782651937541925,36.731379411971844,0.024043102188648545,0.023974167343894372,0.02335989367989367,0.02407555953330276,0.023200517320231578,0.023416248245165232,0.022948866722097446,0.023447896544842108,0.024013411855110776,0.02345275128785863,0.02345969430336667,0.023108607946386,0.023341969002303342,0.023742553166448147,0.023802363244059287,0.02392941162111908,0.02407617611377464,0.023562690326709854,0.023364477072232773,0.024402325550162675,0.023495540797910823,0.023733938101828528,0.024267706092528072,0.022892036529313545,0.023040377169796972,0.023464297907423808,0.023200870013060454,0.023504939060090265,0.023969053032933726,0.024189674005507453
849,QDY92475@N,25.36214292731389,12.243793137323948,24.196067390425895,18.07417082176392,12.826830905767945,17.782651937541925,15.158981979543935,28.27733176953388,7.287972105549969,22.155435200871906,37.60593606463784,11.66075536887995,3.2067077264419863,24.487586274647896,15.158981979543935,38.77201160152583,31.192520611753867,3.2067077264419863,17.782651937541925,36.731379411971844,0.024043102188648545,0.023974167343894372,0.02335989367989367,0.02407555953330276,0.023200517320231578,0.023416248245165232,0.022948866722097446,0.023447896544842108,0.024013411855110776,0.02345275128785863,0.02345969430336667,0.023108607946386,0.023341969002303342,0.023742553166448147,0.023802363244059287,0.02392941162111908,0.02407617611377464,0.023562690326709854,0.023364477072232773,0.024402325550162675,0.023495540797910823,0.023733938101828528,0.024267706092528072,0.022892036529313545,0.023040377169796972,0.023464297907423808,0.023200870013060454,0.023504939060090265,0.023969053032933726,0.024189674005507453
850,AVI15000@N,23.4130955949888,10.11676970153837,31.79556191912059,20.522589965977836,16.186831522461393,15.319679833758103,11.272971953142756,27.17075291270305,4.046707880615348,21.96784278048332,35.264168673933746,16.186831522461393,5.49196069512083,20.811640528878932,15.6087303966592,32.08461248202169,29.77220797881292,4.335758443516444,21.96784278048332,30.639359667516207,0.024290977803904882,0.024086088133589374,0.02401597623841241,0.024040733181337554,0.023212098021584908,0.02392678264895229,0.02372593696423868,0.023406096457168846,0.024139945014537093,0.02265259084088536,0.02294901878280505,0.024098851202994816,0.024381344203043775,0.022975325476220217,0.02360664241209863,0.02375546035295291,0.023508906642818166,0.024041811336996673,0.024058705751711065,0.023030080074169994,0.023831638180221458,0.023398624068802838,0.02411777338343731,0.023387106998019894,0.024510695466801683,0.02335866279746444,0.023575240199352167,0.022700187653827652,0.02364403133323409,0.024522105477319502
851,AVI15011@N,23.39688709844418,10.10976603019193,31.484699922597724,20.508382518389343,16.175625648307086,15.309074274290637,11.265167862213865,27.151943052515467,4.332756870082256,21.95263480841676,35.52860633467449,16.46447610631257,5.48815870210419,21.08608343440031,15.59792473229612,31.773550380603208,30.040447632570306,4.332756870082256,21.663784350411277,30.32929809057579,0.024257753965053086,0.024114967037507724,0.024027826817791493,0.02410633122926925,0.023126771742659036,0.023832370268160784,0.023781933650710282,0.02343180371853924,0.024107450190220675,0.02266722560295187,0.023143258645884783,0.0240175102816641,0.024372278517511538,0.022978932985801576,0.023631875371784274,0.02383065604847452,0.02350088719459606,0.024032809576265874,0.024152456233414346,0.023046204237782388,0.023830387219602834,0.023437309740528794,0.023939598664279492,0.023432413390831772,0.024501328879134143,0.023397190733371025,0.023497133150604182,0.02289387289832253,0.02358202143872393,0.024476982563074495
852,AZN28593@N,25.64817002826231,11.949715581349485,24.19088764029286,18.944671043602842,12.824085014131155,17.778845133227282,14.864280357288385,28.27127832660732,7.577868417441137,22.15069229713563,37.306429132017904,11.949715581349485,2.914564775938899,24.19088764029286,15.447193312476164,39.05516799758124,31.18584310254622,3.2060212535327888,18.070301610821172,36.432059699236234,0.023991958616975378,0.024007296780189483,0.023366643631666364,0.024239625060553743,0.022983936208681367,0.023456640204380236,0.022828549145217997,0.023546829436086825,0.024114368996501427,0.023581805204740968,0.02346458644649496,0.023185631460366053,0.023459752608196566,0.02357499871546997,0.023732349883990384,0.024028921113591645,0.02420828632295374,0.02341266178706732,0.023364548268738378,0.024453448722291857,0.023618434370699465,0.023793524307306777,0.02429937594030498,0.02277153654985839,0.02310336485328681,0.023638123618357997,0.02350276014265005,0.023181184083064858,0.02381451648151491,0.023817863444911082
853,AYA44731@N,19.91285858954427,9.52354106456465,22.221595817317517,13.563831213167836,10.389317524979619,14.71819982705446,11.8322782923379,24.81892519856242,5.771843069433122,21.644411510374205,27.704846733278984,14.141015520111148,4.617474455546497,19.624266436072613,13.563831213167836,30.590768267995546,25.973293812449047,2.5973293812449048,18.181305668714334,25.684701658977392,0.023370883041959858,0.02426770256929156,0.02382804175240061,0.02414046450239749,0.023569986113291808,0.023268916996065352,0.023768672607828056,0.023687004513979384,0.023848098526463312,0.023695730573496963,0.022955237120582454,0.0235856401673903,0.023897010432620974,0.023286586018139984,0.02396595755837727,0.023958467308808757,0.022837165877055848,0.023884681960623443,0.023328428500601017,0.023135422610436593,0.023607626887075985,0.023468117049469165,0.02326386982821364,0.024660049267576145,0.024138347044644286,0.023474655698934543,0.023819718802445388,0.023837778745429306,0.024348016662853945,0.024509567789890458
854,AYA44691@N,19.904965319068992,9.51976602216343,22.212787385048006,13.558454637626705,10.385199296905562,14.712365670616212,11.539110329895067,25.097564967521773,5.769555164947533,21.63583186855325,27.405387033500784,14.135410154121457,4.615644131958027,19.904965319068992,13.558454637626705,30.57864237422193,25.9629982422639,2.5962998242263904,18.17409876958473,25.674520484016526,0.023371959625833695,0.024203186209604665,0.023824243286413433,0.024114003584596515,0.02354474046366382,0.023294724434739473,0.0237258038663023,0.023653649850232432,0.023868252983425545,0.023709524743545336,0.022972702100631244,0.023564879898120287,0.023936102334779562,0.023355948832082533,0.024013219057025113,0.0239880794328288,0.02279281396795404,0.02389984329083639,0.02330036467090556,0.023132282489978395,0.023621415815333183,0.023473147973963604,0.023336152854563957,0.024615078920045136,0.024238472875386528,0.023417998954243808,0.02384738897007714,0.023838270452137666,0.024382369665653075,0.024485620147720023
855,QAA92377@N,19.87059719876813,9.215349425515655,22.46241422469441,13.823024138273482,10.367268103705111,16.990800503294487,11.231207112347205,24.190292241978593,4.8956543823051915,21.598475216052314,26.20614992881014,13.535044468726118,5.759593390947284,20.446556537862858,13.247064799178753,29.37392629383115,24.190292241978593,2.591817025926278,19.00665819012604,25.91817025926278,0.023503810026010517,0.024531325263051757,0.023682835299202083,0.02468117465482468,0.023408707356228742,0.022872574890355768,0.023925035211781107,0.023602680104110117,0.023722250270401923,0.02385728389956808,0.02299058644930607,0.02393768213565604,0.02401980721728298,0.023406524807080283,0.02322937449925398,0.02430918066660401,0.023135678428091007,0.023622330009589212,0.023345977807245684,0.02306344011708012,0.023357638189868666,0.024187065211264302,0.02336711044986139,0.025210617431401794,0.02379520721619946,0.023194353054178895,0.023677591186597846,0.02410043273134087,0.024048135650942378,0.024233920218256138
856,QCC20713@N,26.070271483550275,10.768155612770766,26.070271483550275,20.402821161039345,12.185018193398498,17.85246851590943,14.735370838528416,23.519918838420356,5.66745032251093,20.96956619329044,31.454349289935656,17.002350967532788,8.78454799989194,18.702586064286066,14.45199832240287,32.58783935443784,24.93678141904809,2.833725161255465,22.103056257792623,25.220153935173634,0.024252618928609197,0.024501827757912577,0.023803659061294724,0.0236824839101707,0.024152106548145945,0.02418069719852393,0.023127936761506443,0.023250148836044506,0.02373293646468396,0.023525076513504346,0.023855434249475692,0.023948827484281413,0.02456923600045713,0.024198025857440495,0.023678707302265713,0.02477054754962383,0.023675731300659125,0.023081122236061485,0.023517707076220806,0.02353156210068356,0.02407427841620348,0.024411508656996515,0.023508987021028344,0.024236872724691744,0.02412124835715008,0.02358628748953712,0.023342402541096947,0.023987548136111172,0.024231694098931618,0.024090263295141055
